Site,Size,Packaging_Type,Processing_Rate
"Columbus, OH",S1,Bag,2062
"Columbus, OH",S1,Bag,2136
"Columbus, OH",S1,Bag,2148
"Columbus, OH",S1,Bag,2095
"Columbus, OH",S1,Bag,2286
"Columbus, OH",S1,Bag,2029
"Columbus, OH",S1,Bag,2306
"Columbus, OH",S1,Bag,2130
"Columbus, OH",S1,Bag,2254
"Columbus, OH",S1,Bag,1972
"Columbus, OH",S1,Bag,2192
"Columbus, OH",S1,Bag,2141
"Columbus, OH",S1,Bag,1954
"Columbus, OH",S1,Bag,1981
"Columbus, OH",S1,Bag,2038
"Columbus, OH",S1,Bag,2140
"Columbus, OH",S1,Bag,2095
"Columbus, OH",S1,Bag,2242
"Columbus, OH",S1,Bag,2087
"Columbus, OH",S1,Bag,1940
"Columbus, OH",S1,Bag,2170
"Columbus, OH",S1,Bag,2088
"Columbus, OH",S1,Bag,1939
"Columbus, OH",S1,Bag,1998
"Columbus, OH",S1,Bag,2217
"Columbus, OH",S1,Bag,2224
"Columbus, OH",S1,Bag,2206
"Columbus, OH",S1,Bag,2012
"Columbus, OH",S1,Bag,2021
"Columbus, OH",S1,Bag,2027
"Columbus, OH",S1,Bag,2129
"Columbus, OH",S1,Bag,2161
"Columbus, OH",S1,Bag,2162
"Columbus, OH",S1,Bag,2181
"Columbus, OH",S1,Bag,1970
"Columbus, OH",S1,Bag,2266
"Columbus, OH",S1,Bag,2093
"Columbus, OH",S1,Bag,2021
"Columbus, OH",S1,Bag,2204
"Columbus, OH",S1,Bag,2130
"Columbus, OH",S1,Bag,2078
"Columbus, OH",S1,Bag,2129
"Columbus, OH",S1,Bag,2208
"Columbus, OH",S1,Bag,2082
"Columbus, OH",S1,Bag,2036
"Columbus, OH",S1,Bag,2091
"Columbus, OH",S1,Bag,2040
"Columbus, OH",S1,Bag,2025
"Columbus, OH",S1,Bag,2115
"Columbus, OH",S1,Bag,2117
"Columbus, OH",S1,Bag,2202
"Columbus, OH",S1,Bag,2090
"Columbus, OH",S1,Bag,1987
"Columbus, OH",S1,Bag,2131
"Columbus, OH",S1,Bag,2247
"Columbus, OH",S1,Bag,2162
"Columbus, OH",S1,Bag,2140
"Columbus, OH",S1,Bag,2282
"Columbus, OH",S1,Bag,2073
"Columbus, OH",S1,Bag,1915
"Columbus, OH",S1,Bag,2154
"Columbus, OH",S1,Bag,2246
"Columbus, OH",S1,Bag,2191
"Columbus, OH",S1,Bag,2199
"Columbus, OH",S1,Bag,2188
"Columbus, OH",S1,Bag,2032
"Columbus, OH",S1,Bag,2032
"Columbus, OH",S1,Bag,2295
"Columbus, OH",S1,Bag,2210
"Columbus, OH",S1,Bag,1970
"Columbus, OH",S1,Bag,2210
"Columbus, OH",S1,Bag,2200
"Columbus, OH",S1,Bag,2288
"Columbus, OH",S1,Bag,2167
"Columbus, OH",S1,Bag,1885
"Columbus, OH",S1,Bag,2136
"Columbus, OH",S1,Bag,2058
"Columbus, OH",S1,Bag,2314
"Columbus, OH",S1,Bag,2258
"Columbus, OH",S1,Bag,2125
"Columbus, OH",S1,Bag,2249
"Columbus, OH",S1,Bag,2108
"Columbus, OH",S1,Bag,2042
"Columbus, OH",S1,Bag,2222
"Columbus, OH",S1,Bag,2033
"Columbus, OH",S1,Bag,2177
"Columbus, OH",S1,Bag,2315
"Columbus, OH",S1,Bag,2247
"Columbus, OH",S1,Bag,2353
"Columbus, OH",S1,Bag,2146
"Columbus, OH",S1,Bag,2072
"Columbus, OH",S1,Bag,2077
"Columbus, OH",S1,Bag,2195
"Columbus, OH",S1,Bag,2207
"Columbus, OH",S1,Bag,2067
"Columbus, OH",S1,Bag,2209
"Columbus, OH",S1,Bag,2106
"Columbus, OH",S1,Bag,1977
"Columbus, OH",S1,Bag,2007
"Columbus, OH",S1,Bag,2168
"Columbus, OH",S1,Bag,2007
"Columbus, OH",S1,Bag,2181
"Columbus, OH",S1,Bag,2252
"Columbus, OH",S1,Bag,2227
"Columbus, OH",S1,Bag,2149
"Columbus, OH",S1,Bag,2094
"Columbus, OH",S1,Bag,2076
"Columbus, OH",S1,Bag,2064
"Columbus, OH",S1,Bag,2045
"Columbus, OH",S1,Bag,2121
"Columbus, OH",S1,Bag,2158
"Columbus, OH",S1,Bag,2022
"Columbus, OH",S1,Bag,2225
"Columbus, OH",S1,Bag,1921
"Columbus, OH",S1,Bag,1976
"Columbus, OH",S1,Bag,1988
"Columbus, OH",S1,Bag,2415
"Columbus, OH",S1,Bag,2113
"Columbus, OH",S1,Bag,2108
"Columbus, OH",S1,Bag,2227
"Columbus, OH",S1,Bag,2115
"Columbus, OH",S1,Bag,2289
"Columbus, OH",S1,Bag,2147
"Columbus, OH",S1,Bag,2105
"Columbus, OH",S1,Bag,2060
"Columbus, OH",S1,Bag,2369
"Columbus, OH",S1,Bag,2071
"Columbus, OH",S1,Bag,2131
"Columbus, OH",S1,Bag,2008
"Columbus, OH",S1,Bag,2062
"Columbus, OH",S1,Bag,1966
"Columbus, OH",S1,Bag,2302
"Columbus, OH",S1,Bag,2024
"Columbus, OH",S1,Bag,2166
"Columbus, OH",S1,Bag,2117
"Columbus, OH",S1,Bag,2135
"Columbus, OH",S1,Bag,2116
"Columbus, OH",S1,Bag,2082
"Columbus, OH",S1,Bag,2071
"Columbus, OH",S1,Bag,2194
"Columbus, OH",S1,Bag,2215
"Columbus, OH",S1,Bag,2225
"Columbus, OH",S1,Bag,2063
"Columbus, OH",S1,Bag,2091
"Columbus, OH",S1,Bag,2184
"Columbus, OH",S1,Bag,2021
"Columbus, OH",S1,Bag,1915
"Columbus, OH",S1,Bag,2236
"Columbus, OH",S1,Bag,2015
"Columbus, OH",S1,Bag,2421
"Columbus, OH",S1,Bag,1985
"Columbus, OH",S1,Bag,2095
"Columbus, OH",S1,Bag,2239
"Columbus, OH",S1,Bag,1881
"Columbus, OH",S1,Bag,2030
"Columbus, OH",S1,Bag,2145
"Columbus, OH",S1,Bag,2137
"Columbus, OH",S1,Bag,2155
"Columbus, OH",S1,Bag,2358
"Columbus, OH",S1,Bag,2154
"Columbus, OH",S1,Bag,2126
"Columbus, OH",S1,Bag,2271
"Columbus, OH",S1,Bag,2102
"Columbus, OH",S1,Bag,2116
"Columbus, OH",S1,Bag,2100
"Columbus, OH",S1,Bag,2323
"Columbus, OH",S1,Bag,2063
"Columbus, OH",S1,Bag,2064
"Columbus, OH",S1,Bag,2084
"Columbus, OH",S1,Bag,2208
"Columbus, OH",S1,Bag,2147
"Columbus, OH",S1,Bag,2066
"Columbus, OH",S1,Bag,2176
"Columbus, OH",S1,Bag,2115
"Columbus, OH",S1,Bag,2208
"Columbus, OH",S1,Bag,2210
"Columbus, OH",S1,Bag,2243
"Columbus, OH",S1,Bag,2211
"Columbus, OH",S1,Bag,2173
"Columbus, OH",S1,Bag,2239
"Columbus, OH",S1,Bag,2035
"Columbus, OH",S1,Bag,2044
"Columbus, OH",S1,Bag,2014
"Columbus, OH",S1,Bag,2117
"Columbus, OH",S1,Bag,2339
"Columbus, OH",S1,Bag,2000
"Columbus, OH",S1,Bag,2100
"Columbus, OH",S1,Bag,2077
"Columbus, OH",S1,Bag,2031
"Columbus, OH",S1,Bag,2377
"Columbus, OH",S1,Bag,2016
"Columbus, OH",S1,Bag,2336
"Columbus, OH",S1,Bag,2216
"Columbus, OH",S1,Bag,2152
"Columbus, OH",S1,Bag,2078
"Columbus, OH",S1,Bag,2190
"Columbus, OH",S1,Bag,2122
"Columbus, OH",S1,Bag,2104
"Columbus, OH",S1,Bag,2264
"Columbus, OH",S1,Bag,2086
"Columbus, OH",S1,Bag,2162
"Columbus, OH",S1,Bag,2045
"Columbus, OH",S1,Bag,2140
"Columbus, OH",S1,Bag,2054
"Columbus, OH",S1,Bag,2022
"Columbus, OH",S1,Bag,2135
"Columbus, OH",S1,Bag,2233
"Columbus, OH",S1,Bag,2237
"Columbus, OH",S1,Bag,1961
"Columbus, OH",S1,Bag,2087
"Columbus, OH",S1,Bag,2117
"Columbus, OH",S1,Bag,2120
"Columbus, OH",S1,Bag,2190
"Columbus, OH",S1,Bag,2206
"Columbus, OH",S1,Bag,2032
"Columbus, OH",S1,Bag,2290
"Columbus, OH",S1,Bag,2104
"Columbus, OH",S1,Bag,2312
"Columbus, OH",S1,Bag,2089
"Columbus, OH",S1,Bag,2042
"Columbus, OH",S1,Bag,2067
"Columbus, OH",S1,Bag,1887
"Columbus, OH",S1,Bag,2159
"Columbus, OH",S1,Bag,2209
"Columbus, OH",S1,Bag,2191
"Columbus, OH",S1,Bag,1977
"Columbus, OH",S1,Bag,2355
"Columbus, OH",S1,Bag,2190
"Columbus, OH",S1,Bag,2295
"Columbus, OH",S1,Bag,2113
"Columbus, OH",S1,Bag,2055
"Columbus, OH",S1,Bag,2112
"Columbus, OH",S1,Bag,2363
"Columbus, OH",S1,Bag,2231
"Columbus, OH",S1,Bag,2215
"Columbus, OH",S1,Bag,2160
"Columbus, OH",S1,Bag,2164
"Columbus, OH",S1,Bag,2129
"Columbus, OH",S1,Bag,2188
"Columbus, OH",S1,Bag,2253
"Columbus, OH",S1,Bag,2185
"Columbus, OH",S1,Bag,1966
"Columbus, OH",S1,Bag,2060
"Columbus, OH",S1,Bag,2146
"Columbus, OH",S1,Bag,2131
"Columbus, OH",S1,Bag,2166
"Columbus, OH",S1,Bag,2247
"Columbus, OH",S1,Bag,2093
"Columbus, OH",S1,Bag,2099
"Columbus, OH",S1,Bag,2033
"Columbus, OH",S1,Bag,2087
"Columbus, OH",S1,Bag,2027
"Columbus, OH",S1,Bag,2108
"Columbus, OH",S1,Bag,2114
"Columbus, OH",S1,Bag,2163
"Columbus, OH",S1,Bag,2149
"Columbus, OH",S1,Bag,1996
"Columbus, OH",S1,Bag,2125
"Columbus, OH",S1,Bag,2134
"Columbus, OH",S1,Bag,2075
"Columbus, OH",S1,Bag,2223
"Columbus, OH",S1,Bag,1950
"Columbus, OH",S1,Bag,2262
"Columbus, OH",S1,Bag,2033
"Columbus, OH",S1,Bag,2065
"Columbus, OH",S1,Bag,2161
"Columbus, OH",S1,Bag,2263
"Columbus, OH",S1,Bag,2047
"Columbus, OH",S1,Bag,2258
"Columbus, OH",S1,Bag,2178
"Columbus, OH",S1,Bag,2214
"Columbus, OH",S1,Bag,2008
"Columbus, OH",S1,Bag,2157
"Columbus, OH",S1,Bag,2110
"Columbus, OH",S1,Bag,2137
"Columbus, OH",S1,Bag,2171
"Columbus, OH",S1,Bag,2185
"Columbus, OH",S1,Bag,2280
"Columbus, OH",S1,Bag,2243
"Columbus, OH",S1,Bag,2078
"Columbus, OH",S1,Bag,2160
"Columbus, OH",S1,Bag,2272
"Columbus, OH",S1,Bag,2167
"Columbus, OH",S1,Bag,2130
"Columbus, OH",S1,Bag,2023
"Columbus, OH",S1,Bag,2060
"Columbus, OH",S1,Bag,2077
"Columbus, OH",S1,Bag,2207
"Columbus, OH",S1,Bag,2142
"Columbus, OH",S1,Bag,2255
"Columbus, OH",S1,Bag,2077
"Columbus, OH",S1,Bag,2038
"Columbus, OH",S1,Bag,2154
"Columbus, OH",S1,Bag,2189
"Columbus, OH",S1,Bag,2245
"Columbus, OH",S1,Bag,2340
"Columbus, OH",S1,Bag,2218
"Columbus, OH",S1,Bag,2150
"Columbus, OH",S1,Bag,2061
"Columbus, OH",S1,Bag,2053
"Columbus, OH",S1,Bag,2125
"Columbus, OH",S1,Bag,2062
"Columbus, OH",S1,Bag,1967
"Columbus, OH",S1,Bag,2276
"Columbus, OH",S1,Bag,2066
"Columbus, OH",S1,Bag,2076
"Columbus, OH",S1,Bag,2080
"Columbus, OH",S1,Bag,2142
"Columbus, OH",S1,Bag,2219
"Columbus, OH",S1,Bag,1985
"Columbus, OH",S1,Bag,2230
"Columbus, OH",S1,Bag,2139
"Columbus, OH",S1,Bag,2277
"Columbus, OH",S1,Bag,2078
"Columbus, OH",S1,Bag,2337
"Columbus, OH",S1,Bag,2238
"Columbus, OH",S1,Bag,2224
"Columbus, OH",S1,Bag,2230
"Columbus, OH",S2,Box,3441
"Columbus, OH",S2,Box,3008
"Columbus, OH",S2,Box,2922
"Columbus, OH",S2,Box,2823
"Columbus, OH",S2,Box,2477
"Columbus, OH",S2,Box,2924
"Columbus, OH",S2,Box,2289
"Columbus, OH",S2,Box,2977
"Columbus, OH",S2,Box,2698
"Columbus, OH",S2,Box,2552
"Columbus, OH",S2,Box,2609
"Columbus, OH",S2,Box,2728
"Columbus, OH",S2,Box,2668
"Columbus, OH",S2,Box,2793
"Columbus, OH",S2,Box,2529
"Columbus, OH",S2,Box,2520
"Columbus, OH",S2,Box,3086
"Columbus, OH",S2,Box,3147
"Columbus, OH",S2,Box,2602
"Columbus, OH",S2,Box,2770
"Columbus, OH",S2,Box,2928
"Columbus, OH",S2,Box,2472
"Columbus, OH",S2,Box,2921
"Columbus, OH",S2,Box,2638
"Columbus, OH",S2,Box,2918
"Columbus, OH",S2,Box,2644
"Columbus, OH",S2,Box,2845
"Columbus, OH",S2,Box,3045
"Columbus, OH",S2,Box,2920
"Columbus, OH",S2,Box,2917
"Columbus, OH",S2,Box,2735
"Columbus, OH",S2,Box,2156
"Columbus, OH",S2,Box,2873
"Columbus, OH",S2,Box,1950
"Columbus, OH",S2,Box,2964
"Columbus, OH",S2,Box,2874
"Columbus, OH",S2,Box,2772
"Columbus, OH",S2,Box,2453
"Columbus, OH",S2,Box,2575
"Columbus, OH",S2,Box,2201
"Columbus, OH",S2,Box,2317
"Columbus, OH",S2,Box,3385
"Columbus, OH",S2,Box,2485
"Columbus, OH",S2,Box,2608
"Columbus, OH",S2,Box,2647
"Columbus, OH",S2,Box,2995
"Columbus, OH",S2,Box,2784
"Columbus, OH",S2,Box,3121
"Columbus, OH",S2,Box,2717
"Columbus, OH",S2,Box,3066
"Columbus, OH",S2,Box,2095
"Columbus, OH",S2,Box,2134
"Columbus, OH",S2,Box,2893
"Columbus, OH",S2,Box,2515
"Columbus, OH",S2,Box,2778
"Columbus, OH",S2,Box,2180
"Columbus, OH",S2,Box,2886
"Columbus, OH",S2,Box,2923
"Columbus, OH",S2,Box,2590
"Columbus, OH",S2,Box,2680
"Columbus, OH",S2,Box,2740
"Columbus, OH",S2,Box,3014
"Columbus, OH",S2,Box,3101
"Columbus, OH",S2,Box,2953
"Columbus, OH",S2,Box,2384
"Columbus, OH",S2,Box,2771
"Columbus, OH",S2,Box,3498
"Columbus, OH",S2,Box,2533
"Columbus, OH",S2,Box,2949
"Columbus, OH",S2,Box,2835
"Columbus, OH",S2,Box,2823
"Columbus, OH",S2,Box,2371
"Columbus, OH",S2,Box,3053
"Columbus, OH",S2,Box,2366
"Columbus, OH",S2,Box,2747
"Columbus, OH",S2,Box,2821
"Columbus, OH",S2,Box,2667
"Columbus, OH",S2,Box,2820
"Columbus, OH",S2,Box,2750
"Columbus, OH",S2,Box,3064
"Columbus, OH",S2,Box,2878
"Columbus, OH",S2,Box,2975
"Columbus, OH",S2,Box,2038
"Columbus, OH",S2,Box,2861
"Columbus, OH",S2,Box,2827
"Columbus, OH",S2,Box,2295
"Columbus, OH",S2,Box,2976
"Columbus, OH",S2,Box,3327
"Columbus, OH",S2,Box,2370
"Columbus, OH",S2,Box,2939
"Columbus, OH",S2,Box,2766
"Columbus, OH",S2,Box,2549
"Columbus, OH",S2,Box,2500
"Columbus, OH",S2,Box,3112
"Columbus, OH",S2,Box,2909
"Columbus, OH",S2,Box,2483
"Columbus, OH",S2,Box,2731
"Columbus, OH",S2,Box,2040
"Columbus, OH",S2,Box,2888
"Columbus, OH",S2,Box,2643
"Columbus, OH",S2,Box,3010
"Columbus, OH",S2,Box,2462
"Columbus, OH",S2,Box,2803
"Columbus, OH",S2,Box,2693
"Columbus, OH",S2,Box,3028
"Columbus, OH",S2,Box,2931
"Columbus, OH",S2,Box,2460
"Columbus, OH",S2,Box,2553
"Columbus, OH",S2,Box,3080
"Columbus, OH",S2,Box,2998
"Columbus, OH",S2,Box,2100
"Columbus, OH",S2,Box,2559
"Columbus, OH",S2,Box,2768
"Columbus, OH",S2,Box,2430
"Columbus, OH",S2,Box,3264
"Columbus, OH",S2,Box,2757
"Columbus, OH",S2,Box,2638
"Columbus, OH",S2,Box,2942
"Columbus, OH",S2,Box,2585
"Columbus, OH",S2,Box,2967
"Columbus, OH",S2,Box,3070
"Columbus, OH",S2,Box,3278
"Columbus, OH",S2,Box,2812
"Columbus, OH",S2,Box,2903
"Columbus, OH",S2,Box,2162
"Columbus, OH",S2,Box,2708
"Columbus, OH",S2,Box,2678
"Columbus, OH",S2,Box,2787
"Columbus, OH",S2,Box,3545
"Columbus, OH",S2,Box,2833
"Columbus, OH",S2,Box,2871
"Columbus, OH",S2,Box,2433
"Columbus, OH",S2,Box,2459
"Columbus, OH",S2,Box,2885
"Columbus, OH",S2,Box,2906
"Columbus, OH",S2,Box,2674
"Columbus, OH",S2,Box,3003
"Columbus, OH",S2,Box,2414
"Columbus, OH",S2,Box,2950
"Columbus, OH",S2,Box,2554
"Columbus, OH",S2,Box,2577
"Columbus, OH",S2,Box,3076
"Columbus, OH",S2,Box,3085
"Columbus, OH",S2,Box,2599
"Columbus, OH",S2,Box,3135
"Columbus, OH",S2,Box,2614
"Columbus, OH",S2,Box,2137
"Columbus, OH",S2,Box,3006
"Columbus, OH",S2,Box,2673
"Columbus, OH",S2,Box,2877
"Columbus, OH",S2,Box,2679
"Columbus, OH",S2,Box,2781
"Columbus, OH",S2,Box,2656
"Columbus, OH",S2,Box,2776
"Columbus, OH",S2,Box,2621
"Columbus, OH",S2,Box,3061
"Columbus, OH",S2,Box,2971
"Columbus, OH",S2,Box,3072
"Columbus, OH",S2,Box,2732
"Columbus, OH",S2,Box,2807
"Columbus, OH",S2,Box,2591
"Columbus, OH",S2,Box,2620
"Columbus, OH",S2,Box,3041
"Columbus, OH",S2,Box,2967
"Columbus, OH",S2,Box,2777
"Columbus, OH",S2,Box,3038
"Columbus, OH",S2,Box,3239
"Columbus, OH",S2,Box,2699
"Columbus, OH",S2,Box,2568
"Columbus, OH",S2,Box,2537
"Columbus, OH",S2,Box,2335
"Columbus, OH",S2,Box,2835
"Columbus, OH",S2,Box,2804
"Columbus, OH",S2,Box,2676
"Columbus, OH",S2,Box,2220
"Columbus, OH",S2,Box,2604
"Columbus, OH",S2,Box,2936
"Columbus, OH",S2,Box,2538
"Columbus, OH",S2,Box,2421
"Columbus, OH",S2,Box,2812
"Columbus, OH",S2,Box,3080
"Columbus, OH",S2,Box,3103
"Columbus, OH",S2,Box,2708
"Columbus, OH",S2,Box,2413
"Columbus, OH",S2,Box,3073
"Columbus, OH",S2,Box,2331
"Columbus, OH",S2,Box,2728
"Columbus, OH",S2,Box,3149
"Columbus, OH",S2,Box,2593
"Columbus, OH",S2,Box,3344
"Columbus, OH",S2,Box,3177
"Columbus, OH",S2,Box,3075
"Columbus, OH",S2,Box,2826
"Columbus, OH",S2,Box,2925
"Columbus, OH",S2,Box,2861
"Columbus, OH",S2,Box,2761
"Columbus, OH",S2,Box,3136
"Columbus, OH",S2,Box,2632
"Columbus, OH",S2,Box,2630
"Columbus, OH",S2,Box,3214
"Columbus, OH",S2,Box,2309
"Columbus, OH",S2,Box,2741
"Columbus, OH",S2,Box,2832
"Columbus, OH",S2,Box,2928
"Columbus, OH",S2,Box,2935
"Columbus, OH",S2,Box,2809
"Columbus, OH",S2,Box,2265
"Columbus, OH",S2,Box,2975
"Columbus, OH",S2,Box,2631
"Columbus, OH",S2,Box,2845
"Columbus, OH",S2,Box,2711
"Columbus, OH",S2,Box,2688
"Columbus, OH",S2,Box,2278
"Columbus, OH",S2,Box,2854
"Columbus, OH",S2,Box,2858
"Columbus, OH",S2,Box,2577
"Columbus, OH",S2,Box,2112
"Columbus, OH",S2,Box,2704
"Columbus, OH",S2,Box,2469
"Columbus, OH",S2,Box,2967
"Columbus, OH",S2,Box,2998
"Columbus, OH",S2,Box,2650
"Columbus, OH",S2,Box,2991
"Columbus, OH",S2,Box,2295
"Columbus, OH",S2,Box,2614
"Columbus, OH",S2,Box,2394
"Columbus, OH",S2,Box,3497
"Columbus, OH",S2,Box,2541
"Columbus, OH",S2,Box,2961
"Columbus, OH",S2,Box,2540
"Columbus, OH",S2,Box,2503
"Columbus, OH",S2,Box,2850
"Columbus, OH",S2,Box,3422
"Columbus, OH",S2,Box,2566
"Columbus, OH",S2,Box,2559
"Columbus, OH",S2,Box,2991
"Columbus, OH",S2,Box,2855
"Columbus, OH",S2,Box,2813
"Columbus, OH",S2,Box,2326
"Columbus, OH",S2,Box,3065
"Columbus, OH",S2,Box,2768
"Columbus, OH",S2,Box,2962
"Columbus, OH",S2,Box,2474
"Columbus, OH",S2,Box,2556
"Columbus, OH",S2,Box,2676
"Columbus, OH",S2,Box,2247
"Columbus, OH",S2,Box,3185
"Columbus, OH",S2,Box,3131
"Columbus, OH",S2,Box,3183
"Columbus, OH",S2,Box,2852
"Columbus, OH",S2,Box,2626
"Columbus, OH",S2,Box,2734
"Columbus, OH",S2,Box,3182
"Columbus, OH",S2,Box,2847
"Columbus, OH",S2,Box,2429
"Columbus, OH",S2,Box,2737
"Columbus, OH",S2,Box,2616
"Columbus, OH",S2,Box,2311
"Columbus, OH",S2,Box,2648
"Columbus, OH",S2,Box,3115
"Columbus, OH",S2,Box,2671
"Columbus, OH",S2,Box,2028
"Columbus, OH",S2,Box,2253
"Columbus, OH",S2,Box,2676
"Columbus, OH",S2,Box,3182
"Columbus, OH",S2,Box,2814
"Columbus, OH",S2,Box,2868
"Columbus, OH",S2,Box,2840
"Columbus, OH",S2,Box,2495
"Columbus, OH",S2,Box,2728
"Columbus, OH",S2,Box,2948
"Columbus, OH",S2,Box,2585
"Columbus, OH",S2,Box,2365
"Columbus, OH",S2,Box,2586
"Columbus, OH",S2,Box,2656
"Columbus, OH",S2,Box,2215
"Columbus, OH",S2,Box,2769
"Columbus, OH",S2,Box,3183
"Columbus, OH",S2,Box,3410
"Columbus, OH",S2,Box,2026
"Columbus, OH",S2,Box,3419
"Columbus, OH",S2,Box,3492
"Columbus, OH",S2,Box,2781
"Columbus, OH",S2,Box,2974
"Columbus, OH",S2,Box,2659
"Columbus, OH",S2,Box,2564
"Columbus, OH",S2,Box,2747
"Columbus, OH",S2,Box,2377
"Columbus, OH",S2,Box,2889
"Columbus, OH",S2,Box,3317
"Columbus, OH",S2,Box,2828
"Columbus, OH",S2,Box,2624
"Columbus, OH",S2,Box,3286
"Columbus, OH",S2,Box,3052
"Columbus, OH",S2,Box,2681
"Columbus, OH",S2,Box,2971
"Columbus, OH",S2,Box,3431
"Columbus, OH",S2,Box,3176
"Columbus, OH",S2,Box,2406
"Columbus, OH",S2,Box,2634
"Columbus, OH",S2,Box,2196
"Columbus, OH",S2,Box,2407
"Columbus, OH",S2,Box,2628
"Columbus, OH",S2,Box,2695
"Columbus, OH",S2,Box,2684
"Columbus, OH",S2,Box,2834
"Columbus, OH",S2,Box,3006
"Columbus, OH",S2,Box,2425
"Columbus, OH",S2,Box,3602
"Columbus, OH",S2,Box,2800
"Columbus, OH",S2,Box,2813
"Columbus, OH",S2,Box,3105
"Columbus, OH",S2,Box,2581
"Columbus, OH",S2,Box,2728
"Columbus, OH",S2,Box,2816
"Columbus, OH",S2,Box,2688
"Columbus, OH",S2,Box,2906
"Columbus, OH",S2,Box,2822
"Columbus, OH",S2,Box,2912
"Columbus, OH",S2,Box,2755
"Columbus, OH",S2,Box,2632
"Columbus, OH",S2,Box,3145
"Columbus, OH",S2,Box,2914
"Columbus, OH",S2,Box,2777
"Columbus, OH",S2,Box,3146
"Columbus, OH",S2,Box,2635
"Columbus, OH",S2,Box,2639
"Columbus, OH",S2,Box,2692
"Columbus, OH",S2,Box,2533
"Columbus, OH",S2,Box,2359
"Columbus, OH",S2,Box,2551
"Columbus, OH",S2,Box,2813
"Columbus, OH",S2,Box,2867
"Columbus, OH",S2,Box,2859
"Columbus, OH",S2,Box,2566
"Columbus, OH",S2,Box,2635
"Columbus, OH",S2,Box,2655
"Columbus, OH",S2,Box,2747
"Columbus, OH",S2,Box,2561
"Columbus, OH",S2,Box,2916
"Columbus, OH",S2,Box,3179
"Columbus, OH",S2,Box,2710
"Columbus, OH",S2,Box,2484
"Columbus, OH",S2,Box,2780
"Columbus, OH",S2,Box,2075
"Columbus, OH",S2,Box,2673
"Columbus, OH",S2,Box,2608
"Columbus, OH",S2,Box,2816
"Columbus, OH",S2,Box,3404
"Columbus, OH",S2,Box,3312
"Columbus, OH",S2,Box,3186
"Columbus, OH",S2,Box,2275
"Columbus, OH",S2,Box,2502
"Columbus, OH",S2,Box,2593
"Columbus, OH",S2,Box,2467
"Columbus, OH",S2,Box,2725
"Columbus, OH",S2,Box,3031
"Columbus, OH",S2,Box,3130
"Columbus, OH",S2,Box,2790
"Columbus, OH",S2,Box,2541
"Columbus, OH",S2,Box,2816
"Columbus, OH",S2,Box,2770
"Columbus, OH",S2,Box,2240
"Columbus, OH",S2,Box,2960
"Columbus, OH",S2,Box,2566
"Columbus, OH",S2,Box,2685
"Columbus, OH",S2,Box,2869
"Columbus, OH",S2,Box,2708
"Columbus, OH",S2,Box,3011
"Columbus, OH",S2,Box,2997
"Columbus, OH",S2,Box,2709
"Columbus, OH",S2,Box,2561
"Columbus, OH",S2,Box,2591
"Columbus, OH",S2,Box,2900
"Columbus, OH",S2,Box,2821
"Columbus, OH",S2,Box,2588
"Columbus, OH",S2,Box,2572
"Columbus, OH",S2,Box,2664
"Columbus, OH",S2,Box,2607
"Columbus, OH",S2,Box,2705
"Columbus, OH",S2,Box,3046
"Columbus, OH",S2,Box,2617
"Columbus, OH",S2,Box,2824
"Columbus, OH",S2,Box,2365
"Columbus, OH",S2,Box,2819
"Columbus, OH",S2,Box,2943
"Columbus, OH",S2,Box,3089
"Columbus, OH",S2,Box,2726
"Columbus, OH",S2,Box,2461
"Columbus, OH",S2,Box,3235
"Columbus, OH",S2,Box,2792
"Columbus, OH",S2,Box,2735
"Columbus, OH",S2,Box,2187
"Columbus, OH",S2,Box,2987
"Columbus, OH",S2,Box,3068
"Columbus, OH",S2,Box,2420
"Columbus, OH",S2,Box,2300
"Columbus, OH",S2,Box,2767
"Columbus, OH",S2,Box,2697
"Columbus, OH",S2,Box,2547
"Columbus, OH",S2,Box,2434
"Columbus, OH",S2,Box,2843
"Columbus, OH",S2,Box,2664
"Columbus, OH",S2,Box,2486
"Columbus, OH",S2,Box,3141
"Columbus, OH",S2,Box,2628
"Columbus, OH",S2,Box,2675
"Columbus, OH",S2,Box,3182
"Columbus, OH",S2,Box,2306
"Columbus, OH",S2,Box,2731
"Columbus, OH",S2,Box,2669
"Columbus, OH",S2,Box,2849
"Columbus, OH",S2,Box,2905
"Columbus, OH",S2,Box,2822
"Columbus, OH",S2,Box,2832
"Columbus, OH",S2,Box,3131
"Columbus, OH",S2,Box,2459
"Columbus, OH",S2,Box,2723
"Columbus, OH",S2,Box,3200
"Columbus, OH",S2,Box,3049
"Columbus, OH",S2,Box,2345
"Columbus, OH",S2,Box,2463
"Columbus, OH",S2,Box,2377
"Columbus, OH",S2,Box,2621
"Columbus, OH",S2,Box,2671
"Columbus, OH",S2,Box,2857
"Columbus, OH",S2,Box,2636
"Columbus, OH",S2,Box,2972
"Columbus, OH",S2,Box,2373
"Columbus, OH",S2,Box,2793
"Columbus, OH",S2,Box,2723
"Columbus, OH",S2,Box,3506
"Columbus, OH",S2,Box,2950
"Columbus, OH",S2,Box,2450
"Columbus, OH",S2,Box,2794
"Columbus, OH",S2,Box,2344
"Columbus, OH",S2,Box,2268
"Columbus, OH",S2,Box,2678
"Columbus, OH",S2,Box,2954
"Columbus, OH",S2,Box,2663
